gene_id,Old-1,Old-2,Old-3,Young-1,Young-2,Young-3
FOXD4L3,0,0,0,0,0,0
LOC124902173,0,0,0,0,0,0
CBWD3,9,54,3,1,4,9
RNU6-368P,0,0,0,0,0,0
ANKRD20A1,7,0,8,0,85,0
LOC101928608,0,0,0,0,0,0
LOC124900280,0,0,0,0,0,0
RN7SL787P,0,0,0,0,0,0
FAM27B,0,0,0,0,0,0
FAM27E3,0,0,0,0,0,0
LOC102723709,0,0,0,0,0,0
LOC105379453,0,0,0,0,0,0
LOC105379452,0,0,0,0,0,0
LOC105379451,0,0,0,0,0,0
LOC101927602,0,0,0,0,0,0
VN2R7P,2,0,0,2,5,1
RBM17P2,0,0,3,0,0,0
LOC100421690,1,0,0,2,0,0
RN7SL422P,0,0,0,0,0,0
USP12P3,0,0,0,0,0,0
CNTNAP3P2,1,0,0,0,1,0
LOC105379450,0,0,0,0,0,0
SPATA31A3,0,0,0,0,0,0
FAM74A3,0,0,0,0,1,0
ZNF658,0,0,0,2,0,0
LOC642490,1,0,0,0,0,0
CNTNAP3P9,0,0,0,0,0,0
LOC124902172,0,0,0,0,0,0
FKBP4P8,0,0,0,0,0,0
SDR42E1P4,0,0,0,0,0,0
ATP5F1AP10,0,0,0,0,0,0
RAB28P4,1,0,0,0,0,0
RBPJP2,0,0,0,0,0,42
LOC105379448,0,0,0,0,0,0
LOC107987073,0,0,0,0,0,1
CYP4F61P,0,0,0,0,0,0
LOC100419926,0,0,0,0,0,0
CDRT15P12,2,0,0,0,0,0
MEP1AP3,0,33,0,11,121,1
LOC642929,0,0,0,0,0,0
RNU6-538P,0,0,0,0,0,0
ANKRD20A3P,8,2,9,0,4,7
SNX18P4,0,0,0,0,0,0
CYP4F59P,0,0,0,0,0,0
LOC105379252,0,0,0,0,0,0
LOC100132599,0,0,0,0,0,0
LOC392334,0,0,0,0,0,0
GXYLT1P4,0,0,0,0,0,0
AQP7P3,0,0,0,0,0,0
LOC112267859,0,0,0,0,0,0
LOC101928195,0,0,0,0,0,0
BMS1P13,0,0,0,1,0,0
LOC107987071,0,0,0,0,0,0
LOC124902171,0,0,0,0,0,0
LOC101928381,0,0,0,0,0,0
IGKV1OR-3,0,0,0,0,0,0
FOXD4L4,0,0,0,0,0,0
CBWD5,72,282,86,63,70,45
LOC105379447,0,0,0,0,0,0
LOC124902170,0,0,0,0,0,0
LOC105379446,0,0,0,0,0,0
LOC107987069,0,0,0,0,0,1
LOC105379444,0,0,0,0,0,0
CBWD4P,0,1,0,1,1,3
FOXD4L5,0,0,0,0,0,0
IGKV1OR9-1,0,0,0,0,0,1
LOC112268045,1,0,0,0,1,0
BMS1P12,4,2,0,2,0,10
LOC105379443,42,0,8,5,8,6
LOC102724507,0,0,0,0,0,0
RNU6-1293P,0,0,0,0,0,0
VN1R49P,0,0,0,0,0,0
LOC100533707,0,0,0,0,0,0
BNIP3P4,0,0,0,0,0,0
LOC100132154,2,0,0,0,0,0
IGKV1OR-2,0,0,0,0,0,0
LOC107987068,1,0,0,0,2,0
LOC124902169,9,9,0,0,3,31
LOC107987067,1,64,3,0,1,11
BMS1P11,0,7,0,5,55,5
LOC101929583,14,0,0,4,1,13
AQP7P2,0,0,0,0,1,2
LOC105379257,0,0,0,0,0,0
GXYLT1P6,0,0,0,0,0,0
CNN2P3,0,0,0,0,0,0
LOC100419691,0,0,0,0,0,0
CYP4F25P,0,0,0,0,0,0
CYP4F45P,0,0,0,0,0,0
SNX18P9,1,0,0,0,0,0
ANKRD20A20P,0,0,0,0,0,0
RNU6-1193P,0,0,0,0,0,1
ANKRD20A4-ANKRD20A20P,24,25,78,101,71,160
LOC124902333,0,0,0,0,0,1
SOWAHCP4,0,0,0,0,0,0
MTCO1P36,0,0,0,0,0,0
MTCO3P36,0,0,0,0,0,0
FLJ43315,33,16,40,61,7,8
LOC728877,1,0,0,0,0,0
FRG1JP,929,466,282,162,50,248
MIR4477B,0,0,0,0,0,0
DUX4L50,0,0,0,0,0,0
RNA5SP284,0,0,0,0,0,0
LINC00537,0,0,0,0,0,0
LOC107987021,0,0,0,0,0,0
PTGER4P3,0,4,0,130,0,0
CDK2AP2P3,0,1,0,0,0,0
MYO5BP3,0,0,0,0,0,0
CDRT15P7,1,0,0,0,0,0
LOC100419925,0,0,0,0,0,0
LOC124902167,1,0,4,0,0,2
RPL7AP46,0,0,0,0,0,0
LOC107987009,0,0,0,0,0,0
LOC105379442,0,0,0,0,0,0
LOC124902166,0,0,0,0,0,0
BMS1P10,4,141,16,57,721,48
LOC100996643,53,0,1,1,0,0
AQP7P1,0,0,0,0,0,0
AQP7P4,0,0,0,0,0,0
LOC105379814,0,0,0,0,0,0
LOC286297,0,0,0,0,0,0
BMS1P9,0,4,0,0,8,4
LOC107987003,0,10,0,0,0,0
LOC107987004,0,0,0,0,0,0
CNTNAP3P1,0,0,0,0,0,0
FAM88B,22,0,0,1,1,0
FGF7P8,0,0,0,0,0,0
ADGRF5P1,0,0,0,0,0,0
LERFS,0,0,0,0,0,0
MYO5BP2,2,0,2,0,0,0
CDK2AP2P2,0,0,0,0,0,0
PTGER4P2,0,0,0,0,0,0
PTGER4P2-CDK2AP2P2,48,29,26,50,9,28
LOC100132249,2,0,0,0,0,0
RNA5SP283,0,0,0,0,0,0
LINC01410,0,0,0,0,0,0
LOC107987020,0,0,0,0,0,0
FKBP4P7,0,0,1,2,0,0
SDR42E1P3,0,0,0,0,0,0
ATP5F1AP7,0,0,0,0,0,0
RAB28P2,0,0,0,0,0,0
RBPJP7,0,0,0,0,0,0
CNTNAP3P5,0,0,0,0,0,0
FAM88F,0,0,0,0,0,0
FGF7P7,0,0,0,0,0,0
LINC01189,0,0,0,0,0,0
FGF7P6,0,0,0,0,0,0
FAM88C,0,0,0,0,0,0
RN7SL544P,0,0,0,0,0,3
LOC124900279,0,0,0,0,0,0
LOC124902168,0,0,0,0,0,0
RPL7AP76,0,0,0,0,0,0
LOC105379263,0,0,1,1,0,0
LOC105379439,0,0,0,0,0,0
LOC107987008,0,0,0,0,0,0
LOC107987007,13,0,0,1,0,0
FAM242E,0,0,0,0,0,0
LOC102723678,0,0,0,0,0,0
LOC105379807,0,0,0,0,0,0
FAM27E4,0,0,0,0,0,0
FAM27C,0,0,0,0,0,0
RN7SL722P,0,0,0,0,0,0
FAM242D,0,0,0,0,0,0
LOC105379437,0,0,0,0,0,0
LOC101929878,0,0,0,0,0,0
RN7SL462P,0,0,0,0,0,0
LOC100420438,0,0,0,0,0,0
CNTNAP3C,1,0,0,0,0,0
LOC105379435,0,0,0,0,0,0
FAM74A4,0,0,0,1,0,0
LOC124902165,0,0,0,0,0,0
SPATA31A7,0,0,0,0,0,0
LOC105379249,0,0,0,0,0,0
LOC101930090,0,0,0,0,0,0
LOC107984126,0,0,0,0,0,0
FAM74A6,0,0,0,0,0,0
LOC100506103,0,0,0,0,0,0
SPATA31A5,0,0,0,0,0,0
LOC105379434,0,0,0,0,0,0
CNTNAP3P4,0,0,0,0,0,0
LOC102724904,0,1,0,0,0,0
LOC102724922,0,0,0,0,1,0
LOC105376067,0,0,0,0,0,0
GXYLT1P5,0,0,0,0,0,0
CNN2P4,0,0,0,0,0,0
LOC100419693,0,0,0,0,0,0
CYP4F60P,0,0,0,0,0,0
SNX18P5,0,0,0,0,0,0
LOC112268044,2,1,0,0,0,20
RNU6-599P,0,0,0,0,0,0
ANKRD20A7P,0,0,0,0,7,52
LOC102724818,0,0,0,0,0,0
MEP1AP4,0,0,0,0,2,0
ADGRF5P2,0,0,0,0,0,0
XLOC_007697,0,0,0,0,0,0
CNTNAP3P7,0,0,0,0,0,0
LOC124902164,0,0,0,0,0,0
FGF7P4,0,0,0,0,0,0
FGF7P5,0,0,0,0,0,0
LOC101927827,0,0,0,0,0,0
FAM88E,0,0,0,0,0,0
CNTNAP3P8,0,0,0,0,0,0
RBPJP6,0,0,0,0,0,0
RAB28P3,0,0,0,0,0,0
ATP5F1AP1,0,0,0,0,0,0
SDR42E1P2,0,0,0,0,0,0
FKBP4P6,0,0,0,0,0,0
LOC112268036,0,0,0,0,0,0
FAM74A7,0,0,0,0,0,0
PTS-P1,0,0,0,0,0,0
SPATA31A6,0,0,0,0,0,0
LOC100420440,0,0,0,0,0,0
RN7SL343P,0,0,0,0,0,0
LOC100421691,5,0,0,0,0,0
RBM17P3,0,0,0,0,0,0
CNTNAP3B,2,0,0,0,0,0
VN2R6P,0,0,0,0,0,0
LOC124902163,0,0,0,0,0,0
LOC105376063,0,0,0,0,0,0
LOC107987000,0,0,0,0,0,0
FAM242F,0,0,0,0,0,0
FAM27E2,0,0,0,0,0,0
LOC101928906,0,0,0,0,0,0
RN7SL565P,0,0,0,0,0,14
LOC124900281,0,0,0,0,0,0
LOC105376065,0,0,1,0,0,0
RPL7AP45,0,0,0,0,0,0
LOC107984035,0,0,0,0,0,3
LOC124900272,12,0,0,0,4,0
CDRT15P6,0,0,0,0,0,0
MYO5BP1,0,0,0,0,0,0
CDK2AP2P1,0,0,1,0,0,0
PTGER4P1,0,2,0,5,0,0
LOC105376060,0,0,0,0,0,0
LOC107986999,0,0,0,0,0,0
RNA5SP530,0,0,0,0,0,0
LOC124902162,0,0,0,0,0,0
MIR4477A,0,0,0,0,0,0
LOC105376057,0,1,1,0,0,3
CBWD6,163,100,50,48,15,47
FOXD4L6,1,0,0,0,0,0
LINC03025,0,0,1,0,0,0
LOC105376058,6,15,16,24,14,10
LOC124902161,0,3,0,0,0,0
PGM5P2,1,0,108,231,3,6
FRG1HP,510,392,195,67,7,144
LOC107986997,1,0,0,1,2,0
MIR1299,0,0,0,0,0,0
RNU6-156P,0,0,0,0,0,0
LOC100132004,0,0,0,0,0,0
LOC103047893,0,0,0,0,0,0
IGKV1OR9-2,0,0,0,0,0,0
LOC107986993,0,0,0,0,0,0
LOC107984006,0,0,0,0,0,0
BMS1P14,7,27,14,2,9,14
LOC102724580,0,0,0,0,0,0
AQP7P5,0,0,0,0,0,0
LOC124902160,0,0,0,0,0,0
LOC107986995,0,0,0,0,0,0
LOC124902159,0,0,0,0,0,0
GXYLT1P3,0,0,0,0,0,0
CNN2P2,0,0,0,0,0,0
LOC100419690,0,0,0,0,0,0
FAM95B1,0,0,0,0,0,0
SNX18P8,0,0,0,0,0,0
RNU6-1269P,0,0,0,0,0,0
ANKRD20A2P,0,30,3,0,0,1
LOC105369249,0,0,0,0,0,0
LOC102724431,0,0,0,0,0,0
MEP1AP1,0,5,0,0,6,0
LOC112268033,0,0,0,0,0,0
CDRT15P14,30,0,0,0,0,0
LOC100419924,0,0,0,0,0,0
LOC107986992,0,0,1,0,1,0
LOC124902158,0,0,0,0,0,0
LOC105376050,0,0,0,0,0,0
LOC124900278,0,0,0,0,0,0
RN7SL763P,0,0,0,0,0,0
FAM88D,0,0,0,0,0,0
FGF7P3,3,0,0,0,0,0
GLIDR,14,0,0,0,0,0
CNTNAP3P6,0,0,0,0,0,0
RBPJP5,1,1,0,0,1,1
RAB28P1,0,0,0,0,0,0
ATP5F1AP8,0,0,0,0,0,0
SDR42E1P1,0,0,0,0,0,0
FKBP4P2,0,0,0,0,0,0
CNTNAP3P3,0,0,0,0,0,0
SKP1P3,0,0,0,0,0,0
ZNF658B,0,0,0,0,0,0
FAM74A1,0,0,0,0,0,0
SPATA31A1,0,0,0,0,0,0
LOC105376045,0,0,0,0,0,1
LOC100420437,0,0,0,0,0,0
RN7SL640P,0,0,0,0,0,0
RBM17P1,0,0,0,0,0,0
CNTNAP3,2,6,0,50,0,0
VN2R3P,1,0,3,1,1,1
LOC124902157,0,0,0,0,0,0
LOC105376044,0,0,0,0,0,0
LOC105376043,0,0,0,0,0,0
FAM240B,0,0,0,0,0,0
LOC124902156,0,0,0,0,0,0
RNU6-765P,0,0,0,0,0,0
YWHABP1,0,0,0,0,0,0
FAM201A,0,0,0,0,0,0
SNX18P3,0,0,0,0,0,0
ANKRD18A,0,0,1,1,0,0
CYP4F33P,0,0,0,0,0,0
FAM95C,9,0,0,0,0,2
FAM220BP,18,10,19,9,42,13
VN1R48P,0,0,0,0,0,0
LOC105376042,0,2,0,0,0,0
LOC124902155,0,0,3,0,0,0
TCEA1P3,0,0,0,0,0,0
ARMC8P1,1,12,0,0,0,0
LOC105376041,0,0,0,0,0,0
IGFBPL1,42,5,1,10,46,0
ALDH1B1,0,0,0,89,0,0
LOC105376040,0,0,0,0,0,0
LOC107987065,0,0,0,0,0,0
LOC107987064,0,0,0,0,104,0
LOC124902348,0,0,0,0,0,0
LOC124900277,0,0,0,0,0,0
LOC105376039,0,0,0,0,0,0
RNU7-124P,0,0,0,0,0,0
SHB,43,30,324,413,198,0
TMX2P1,0,0,0,0,0,0
PAICSP1,254,64,178,591,39,388
SLC25A51,0,0,0,2,0,0
MRPS10P5,10,1,59,167,8,3
DCAF10,47,0,96,1,0,0
LOC105376037,60,2,0,0,0,1
EXOSC3,9960,23418,6900,9421,15572,11796
TRMT10B,0,419,66,3,4,80
RN7SKP171,0,0,0,0,0,0
RAB1C,0,1,9,3,0,0
FRMPD1,0,2,0,0,0,0
TOMM5,303,455,672,736,569,440
FBXO10,63,269,258,895,1,437
RPL21P83,0,0,0,0,0,0
POLR1E,737,95,315,658,129,104
KCTD9P3,3,1,3,1,0,0
ZBTB5,14,0,142,6,0,0
CHCHD4P3,0,0,0,22,0,0
GRHPR,319,1,302,788,0,3
LOC105376035,0,0,0,0,0,0
LOC124902154,0,0,0,0,0,0
LINC01627,0,0,0,0,0,0
LOC124902153,1,0,0,0,0,0
RNU6-677P,0,0,0,0,0,0
LOC105376033,9,0,5,0,1,0
ZCCHC7,1293,4086,1537,3228,3024,2536
LOC105376034,0,0,0,0,0,0
EBLN3P,537,741,1306,379,608,289
RPL32P21,57,0,0,0,0,0
LOC105376031,0,0,0,1,0,0
LOC105376032,0,0,0,0,0,0
MIR4476,0,0,0,0,0,0
MIR4540,0,0,0,0,0,0
PAX5,1,0,0,0,0,0
MIR4475,0,0,0,0,0,0
LOC105376030,0,0,0,0,0,0
MELK,709,10,1486,1371,68,92
MRPS21P4,0,0,0,0,0,0
LOC124902152,18,0,0,0,1,0
RNF38,2626,1384,3726,8952,2947,1469
HMGB3P24,60,65,85,45,26,36
LOC102724322,1,0,0,93,0,0
RNU4-53P,0,2,0,0,0,0
LOC124902150,0,0,0,0,0,0
GNE,0,0,6,0,7,0
LOC124902151,1,0,0,0,0,0
CLTA,801,1385,1114,617,595,650
CCIN,0,0,0,0,0,0
GLIPR2,27,0,142,589,201,32
RECK,0,0,1,0,0,2
OR2AM1P,6,0,2,1,0,1
OR2S1P,0,0,0,0,101,0
OR13C7,0,0,0,0,0,0
OR13C6P,0,0,0,0,0,0
YBX1P10,69,38,98,46,3,8
OR2S2,0,0,0,0,0,0
PGAM1P2,0,0,0,0,0,0
SPAAR,0,0,0,0,0,0
HRCT1,0,0,0,0,0,0
LOC124902149,0,0,0,0,0,0
NDUFA5P4,0,0,0,0,0,0
OR13J1,0,0,0,0,0,0
OR13E1P,0,0,0,0,0,0
TMEM8B,55,15,3,12,3,1
FAM221B,0,0,0,0,0,0
HINT2,168,212,1057,375,401,259
SPAG8,0,0,0,0,0,0
NPR2,0,0,0,0,0,0
MSMP,0,0,0,0,0,0
RGP1,112,59,17,35,4,218
GBA2,0,0,84,0,0,0
MIR6853,0,0,0,0,0,0
CREB3,15,0,269,1,1,0
MIR6852,0,0,0,0,0,0
TLN1,570,4,472,330,14,4
TPM2,0,0,0,0,0,0
CA9,79,0,0,0,0,0
RN7SL22P,0,0,0,0,0,0
ARHGEF39,303,60,477,24,7,232
CCDC107,0,0,0,0,0,0
RMRP,29,25,0,77,0,0
SIT1,0,0,0,0,0,0
LOC101926948,0,0,0,0,0,0
LOC124902148,0,0,0,0,0,0
CD72,0,0,0,0,0,0
MIR4667,0,0,0,0,0,0
TESK1,57,110,165,2,372,1
RPS29P17,63,0,0,0,0,0
FAM166B,0,0,0,0,0,0
RPL36AP33,0,0,0,0,0,0
LOC105376026,1,0,0,0,0,0
RUSC2,1,107,223,88,0,0
ZFAND6P1,0,0,0,0,0,0
ATP8B5P,65,0,13,1,119,1
UNC13B,1,0,98,354,16,0
LOC124902147,0,0,0,0,0,0
LOC730110,1,0,2,0,1,1
FAM214B,0,0,0,0,0,0
STOML2,2029,3097,1768,2299,589,2323
PIGO,0,0,0,0,0,0
FANCG,0,0,111,0,0,1
VCP,53,81,288,346,0,0
RN7SL338P,0,0,0,0,5,0
C9orf131,0,0,0,0,0,0
LOC105376025,0,0,1,6,0,0
SYF2P2,0,0,0,0,0,0
LOC100420114,0,0,0,0,0,0
DNAJB5,0,0,0,0,0,0
DNAJB5-DT,0,0,0,0,0,0
YWHAZP6,1,6,0,2,0,4
GLULP4,2,0,0,0,0,0
FAM205C,0,0,0,0,0,0
FAM205BP,0,0,0,0,0,0
FAM205A,0,0,0,0,0,0
CCL21,0,0,0,0,0,0
CCL19,0,0,0,0,0,0
LOC124902146,0,0,0,0,0,0
PHF24,0,273,3,0,1,2
LOC730098,0,0,0,0,0,0
CCL27,0,0,0,0,0,0
IL11RA,0,0,0,0,0,0
GALT,40,0,0,0,0,0
SIGMAR1,214,1016,963,13,2059,805
ARID3C,0,0,0,0,0,0
DCTN3,392,0,157,178,127,1
RPP25L,3,354,28,1,0,0
LOC105376023,0,0,0,0,0,0
CNTFR-AS1,0,0,0,0,0,0
CNTFR,0,0,0,0,0,0
ENHO,52,0,36,0,0,0
RN7SKP24,18,0,0,0,0,0
DNAI1,0,0,0,207,2,0
LOC124902145,0,0,0,0,0,0
FAM219A,55,138,53,160,1,0
LOC124902144,0,0,0,0,0,0
C9orf24,0,0,0,0,0,0
MYORG,0,0,0,0,0,0
NUDT2,0,0,0,444,303,1
SERPINH1P1,0,0,0,0,0,0
RNU2-50P,0,0,0,0,0,0
KIF24,2,0,216,609,1,59
RPS8P9,5,21,12,6,9,15
RNA5SP282,0,0,0,0,0,0
RPL35AP2,0,0,0,0,1,0
LOC114224,0,0,0,0,0,0
UBAP1,2,0,217,189,201,48
IMPDH1P1,0,0,0,0,0,0
TUBBP4,0,0,0,0,0,0
TUBB4BP2,0,0,0,0,0,0
DCAF12,61,1,345,92,2,203
RN7SKP114,0,0,0,0,0,0
RNU7-36P,0,0,0,0,0,0
OSTCP8,0,0,0,0,0,0
SNORD121A,0,0,0,0,0,0
SNORD121B,0,0,0,0,0,0
UBAP2,2032,1702,2629,2883,1358,1156
RNU4ATAC11P,0,0,0,0,0,0
UBE2R2,948,1817,3047,1681,575,332
TRBV29OR9-2,0,0,0,0,0,0
PRSS3,0,0,0,0,0,0
UBE2R2-AS1,0,0,0,0,0,0
LOC124902143,0,0,0,0,0,0
TRBV26OR9-2,0,0,0,0,0,0
TRBVAOR9-2,0,0,0,0,0,0
PTENP1-AS,0,0,0,0,0,0
PTENP1,8,21,20,44,18,18
TRBV25OR9-2,0,0,0,0,0,0
TRBV24OR9-2,0,0,0,0,0,0
TRBV23OR9-2,0,0,0,0,0,0
TRBV22OR9-2,0,0,0,0,0,0
TRBV21OR9-2,0,0,0,0,0,0
ANXA2P2,0,0,0,0,0,1
TRBV20OR9-2,1,0,0,0,0,0
PRSS3P4,0,0,0,0,0,0
CYP4F26P,2,1,0,1,2,2
SNX18P7,2,0,0,0,0,0
bA255A11.4,0,0,0,0,0,0
ANKRD18B,0,0,0,0,0,2
VN1R47P,0,0,0,0,0,0
SUGT1P1,0,0,0,0,0,0
LOC107987061,0,0,0,0,0,0
MIR6851,0,0,0,0,0,0
NOL6,0,0,0,542,0,0
AQP3,0,0,0,0,0,0
LOC105376020,0,0,0,0,0,0
AQP7,0,0,0,0,0,2
LOC124902142,0,0,0,0,0,0
LOC105376018,0,0,0,0,0,0
NFX1,161,4,278,264,0,1
LOC100862682,0,2,2,1,0,0
CHMP5,2,309,222,81,398,635
BAG1,30,18,67,27,0,160
SPINK4,0,0,0,0,0,0
RNU4ATAC15P,0,0,0,0,0,0
B4GALT1-AS1,0,0,0,0,0,0
LOC124902141,0,0,0,0,0,0
MIR12117,0,3,0,0,0,0
B4GALT1,984,887,1374,1014,474,617
SMU1,406,507,450,2456,505,61
DNAJA1,10777,3706,11133,6281,2662,6744
LAGE3P1,1,0,2,0,0,0
LOC124902139,0,0,0,0,0,0
LOC124902140,0,0,0,0,0,0
TCEA1P4,0,0,0,0,0,0
APTX,3,2,238,247,4,6
ASS1P12,0,0,0,0,0,0
BOLA3P4,0,0,0,0,0,0
LOC107987060,0,0,0,0,0,0
TMEM215,2,0,0,0,0,0
LOC105376016,0,0,0,0,0,0
RPS11P4,25,0,0,0,0,0
LOC105376017,247,98,693,558,188,179
SNRPCP1,0,0,0,165,0,0
TAF1L,2,4,14,0,12,1
LOC105376015,0,0,0,0,0,0
DFFBP1,0,0,0,0,0,0
NDUFB6,705,949,139,2339,1992,2164
SMIM27,0,0,0,0,0,0
TOPORS,3913,1373,5843,1189,222,301
LOC124902138,2,0,0,0,1,0
LOC101060445,0,0,0,2,6,3
DDX58,35,268,1233,122,201,3
ACO1,60,401,101,12,5,0
SLC25A5P8,16,0,7,11,7,16
RNA5SP281,0,0,0,0,0,0
LOC107987059,0,0,0,0,0,0
LOC105376011,75,0,221,0,0,0
LOC124902137,0,0,0,0,0,0
LOC105376013,0,0,0,0,0,0
HMGB3P23,0,0,0,0,0,0
LOC105376010,0,0,0,0,0,0
MTCO3P30,0,0,0,0,0,0
MTATP6P30,0,0,0,0,0,0
LINC01243,0,0,0,0,0,0
SLC25A6P2,0,0,0,0,1,0
LOC105376009,0,0,0,0,0,0
LOC107987029,0,0,0,0,0,0
HSPA8P17,0,0,0,0,0,0
FTLP4,0,0,0,0,0,0
RPS26P2,0,0,0,0,0,0
KRT18P36,0,0,0,0,0,0
KRT18P66,0,0,0,0,0,0
RBMXP2,7,2,5,19,4,0
CDRT15P5,0,0,0,0,0,0
SLC4A1APP1,5,0,7,0,0,0
LINC01242,0,0,0,0,0,0
LOC124902344,0,0,0,0,0,0
ME2P1,0,0,0,0,0,0
LOC105376005,0,0,0,0,0,0
PDK1P1,0,0,0,0,0,0
MIR873,0,0,0,0,0,0
MIR876,0,0,0,0,0,0
LOC105376003,0,0,0,0,0,0
KCTD10P1,0,0,0,0,0,0
LOC124902136,0,0,0,0,0,0
LOC105376004,0,0,0,0,0,0
LOC646700,0,0,0,0,0,0
LINGO2,641,940,1459,577,1156,188
LOC124902135,0,0,0,0,0,0
LOC105376002,0,0,0,0,0,0
LOC107987058,0,0,0,0,0,0
CTAGE12P,23,32,15,0,10,6
C9orf72,0,22,118,154,80,158
LOC124902107,0,0,0,0,0,1
IFNK,0,0,0,0,0,0
MOB3B,277,196,71,356,221,138
EQTN,0,0,0,0,0,0
LINC00032,246,186,718,75,368,1
RPL36AP34,0,0,0,0,0,0
RNA5SP280,0,0,0,0,0,0
TEK,681,50,1935,488,0,32
LOC124902134,0,1,0,0,0,0
LRRC19,0,0,0,0,0,0
IFT74-AS1,0,0,0,0,0,0
IFT74,476,114,635,4,1,293
PLAA,452,188,368,854,171,104
RN7SL100P,0,0,0,0,0,0
H3P31,0,0,0,0,0,0
CAAP1,884,781,1669,713,495,622
LOC107987028,5,152,224,1,179,121
LOC105376000,0,1,0,0,0,0
LOC105369289,0,0,0,0,0,0
LOC124902133,0,0,0,0,0,0
LOC105375999,565,168,168,959,734,1
LOC107987027,0,0,0,0,0,0
LOC100506422,0,0,0,0,0,0
GARIN3P1,0,0,0,0,0,0
LINC01241,0,0,0,0,0,0
TUSC1,310,297,266,158,283,2
LOC105375997,0,0,0,0,0,0
LOC105375996,0,0,0,0,0,0
LOC107987056,0,0,0,0,0,0
RN7SKP120,0,0,0,0,0,0
RMRPP5,0,0,0,0,0,0
IZUMO3,0,0,0,0,0,0
LOC105375994,0,0,0,0,0,0
LOC124902327,0,0,0,0,0,0
LOC100419692,0,0,0,0,0,0
LOC105375993,0,1,0,0,0,0
LOC105375992,0,0,0,0,0,0
ELAVL2,269,504,809,1571,723,158
NOP56P2,0,0,0,0,0,0
SUMO2P2,0,0,0,0,0,0
LOC101929563,0,0,0,0,0,0
LOC105369298,0,0,0,0,0,0
LOC124902132,0,0,0,0,0,0
LOC124902131,0,0,0,0,0,0
LOC105375990,0,0,0,0,0,0
CLIC4P1,1,2,14,1,1,1
LOC107987054,6,0,0,0,0,4
LINC01239,251,260,241,69,21,37
DMRTA1,300,633,665,247,366,130
UBA52P6,1,0,0,1,0,0
CDKN2B,1,0,0,73,1,0
CDKN2B-AS1,0,0,0,0,0,0
LOC124902130,0,1,0,0,1,0
CDKN2A,0,0,0,1,0,0
CDKN2A-DT,0,0,0,0,0,0
TUBB8P1,46,49,60,3,17,14
MTAP,6,9,17,107,17,22
RN7SL151P,0,0,0,0,0,0
LOC107987026,0,0,0,0,0,0
KHSRPP1,1,1,1,0,0,0
H3P30,0,0,0,0,0,0
LOC124900282,0,0,0,0,0,0
MIR31,0,0,0,0,0,0
IFNE,0,0,0,0,0,0
IFNWP19,0,0,0,0,0,0
MIR31HG,0,0,0,20,0,0
IFNA1,0,0,0,0,0,0
IFNWP2,0,0,0,0,0,0
IFNA8,0,0,0,0,0,0
IFNA12P,0,0,0,0,0,0
IFNA11P,0,0,0,0,0,0
IFNA2,0,0,0,0,0,0
IFNA13,0,0,0,0,0,0
IFNA6,0,0,0,0,0,0
KLHL9,254,1,209,99,1,0
IFNA20P,0,0,0,0,0,0
IFNA5,0,0,0,0,0,0
IFNA22P,0,0,0,0,0,0
LOC107987053,34,146,189,176,150,95
IFNA14,0,0,0,0,0,0
IFNWP5,0,0,0,66,0,0
IFNA17,0,0,0,0,0,0
IFNA16,0,0,0,0,0,0
IFNWP18,0,0,0,0,0,0
IFNA10,0,0,0,0,0,0
IFNA7,0,0,0,0,0,0
IFNWP9,0,0,0,0,0,0
IFNA4,0,0,0,0,0,0
IFNWP15,0,0,0,0,1,0
IFNA21,0,0,0,0,0,0
IFNW1,0,0,0,0,0,0
IFNWP4,0,0,0,0,0,0
IFNB1,0,111,1,33,0,0
IFNNP1,0,0,0,0,0,0
LOC105375989,0,0,0,33,178,1
HACD4,0,0,0,0,0,0
SNORA30B,0,0,0,0,0,0
MIR491,0,0,0,0,0,0
FOCAD-AS1,32,0,85,0,0,1
FOCAD,96,259,58,632,570,271
RPL7AP48,0,0,0,0,0,0
MIR4474,0,0,0,0,0,0
RNU4-26P,0,0,0,0,0,0
MIR4473,0,0,0,0,0,0
LOC124902129,0,0,0,0,0,0
MLLT3,598,718,1796,1470,581,209
SMNP,0,0,0,0,0,0
GLRX3P1,0,0,0,0,0,0
CLK3P1,17,16,23,14,12,6
LOC124902128,0,73,139,61,338,237
C11orf98P1,0,0,0,0,0,0
SLC24A2,910,893,1941,929,691,388
LOC105375988,0,0,0,0,0,0
MAP1LC3BP1,0,1,0,0,1,0
ACER2,0,0,0,0,0,26
NDUFA5P3,0,0,0,0,0,0
RPS6,1290,2175,1955,2772,3623,2892
LOC124902350,0,0,0,0,0,0
DENND4C,63,351,853,237,422,1
RPS6P10,2,0,0,0,0,1
PLIN2,0,0,0,0,2,0
RNU6-264P,0,0,0,0,0,0
SCARNA8,0,0,0,0,0,0
HAUS6,426,521,629,1,257,61
RRAGA,533,3,252,1044,182,16
PSMC3P1,0,0,0,0,0,0
SAXO1,1610,389,1694,2551,317,155
LOC105375985,0,1,0,1,0,0
LOC124902127,0,0,0,0,0,0
RAP1BP1,0,0,3,1,0,0
LOC102724102,0,0,0,0,0,0
RN7SKP258,0,0,0,0,0,0
MIR3152,0,0,0,0,0,0
LOC105369293,0,0,0,0,0,0
LOC107986990,0,1,0,0,0,0
PUS7P1,0,0,0,0,0,0
